sheet_name,condition_number,voltage_V,duration_ms,duration_us,sample_index_in_sheet,signal_column,samz,samz_min_in_sheet,samz_max_in_sheet,hfo2_fraction,zro2_fraction,hfo2_percent,zro2_percent,x_in_Hf1_minus_x_ZrxO2,monoclinic_phase_fraction,orthorhombic_phase_fraction,tetragonal_phase_fraction,phase_fraction_sum,phase_fraction_sum_error,dominant_phase,dominant_phase_fraction
num4,4,716,2.6,2600.0,1,th:0.260_samz:-7647,-7647,-7647,247,1.0,0.0,100.0,0.0,0.0,0.4786586441882621,0.02367097690359462,0.4976703789081432,1.0,0.0,tetragonal,0.4976703789081432
num4,4,716,2.6,2600.0,2,th:0.260_samz:-7121,-7121,-7647,247,0.933367114263998,0.06663288573600203,93.3367114263998,6.6632885736002025,0.06663288573600203,0.5763630182319217,0.02905334828603149,0.3945836334820468,1.0,0.0,monoclinic,0.5763630182319217
num4,4,716,2.6,2600.0,3,th:0.260_samz:-6594,-6594,-7647,247,0.8666075500380035,0.13339244996199645,86.66075500380035,13.339244996199644,0.13339244996199645,0.5896664974103777,0.04732210737320099,0.3630113952164213,1.0,0.0,monoclinic,0.5896664974103777
num4,4,716,2.6,2600.0,4,th:0.260_samz:-6068,-6068,-7647,247,0.7999746643020015,0.2000253356979985,79.99746643020015,20.002533569799848,0.2000253356979985,0.6000429817942412,0.07232315999087098,0.3276338582148878,1.0,0.0,monoclinic,0.6000429817942412
num4,4,716,2.6,2600.0,5,th:0.260_samz:-5542,-5542,-7647,247,0.7333417785659995,0.26665822143400053,73.33417785659995,26.665822143400053,0.26665822143400053,0.6077664898839775,0.09495638620782933,0.2972771239081931,1.0,0.0,monoclinic,0.6077664898839775
num4,4,716,2.6,2600.0,6,th:0.260_samz:-5016,-5016,-7647,247,0.6667088928299975,0.33329110717000254,66.67088928299975,33.329110717000255,0.33329110717000254,0.5889678598869121,0.1157082524408179,0.29532388767227,1.0,0.0,monoclinic,0.5889678598869121
num4,4,716,2.6,2600.0,7,th:0.260_samz:-4489,-4489,-7647,247,0.599949328604003,0.400050671395997,59.9949328604003,40.005067139599696,0.400050671395997,0.5479666920915406,0.1269847723619619,0.3250485355464976,1.0,0.0,monoclinic,0.5479666920915406
num4,4,716,2.6,2600.0,8,th:0.260_samz:-3963,-3963,-7647,247,0.5333164428680011,0.466683557131999,53.331644286800106,46.6683557131999,0.466683557131999,0.4668673009279052,0.1319313538985554,0.4012013451735393,0.9999999999999998,2.220446049250313e-16,monoclinic,0.4668673009279052
num4,4,716,2.6,2600.0,9,th:0.260_samz:-3436,-3436,-7647,247,0.46655687864200657,0.5334431213579934,46.65568786420066,53.34431213579934,0.5334431213579934,0.3291313556281588,0.1698381634192338,0.5010304809526075,1.0,0.0,tetragonal,0.5010304809526075
num4,4,716,2.6,2600.0,10,th:0.260_samz:-2910,-2910,-7647,247,0.39992399290600456,0.6000760070939954,39.99239929060045,60.00760070939955,0.6000760070939954,0.1473449847866666,0.1966385003040562,0.6560165149092773,1.0,0.0,tetragonal,0.6560165149092773
num4,4,716,2.6,2600.0,11,th:0.260_samz:-2383,-2383,-7647,247,0.33316442868001017,0.6668355713199898,33.31644286800102,66.68355713199898,0.6668355713199898,0.04615724135601067,0.21087439391726,0.7429683647267293,1.0,0.0,tetragonal,0.7429683647267293
num4,4,716,2.6,2600.0,12,th:0.260_samz:-1857,-1857,-7647,247,0.26653154294400816,0.7334684570559918,26.653154294400817,73.34684570559918,0.7334684570559918,0.01047982951590408,0.2164774228528564,0.7730427476312396,1.0,0.0,tetragonal,0.7730427476312396
num4,4,716,2.6,2600.0,13,th:0.260_samz:-1331,-1331,-7647,247,0.19989865720800604,0.800101342791994,19.989865720800605,80.01013427919939,0.800101342791994,0.001851250489574403,0.2219663515495302,0.7761823979608954,1.0,0.0,tetragonal,0.7761823979608954
num4,4,716,2.6,2600.0,14,th:0.260_samz:-804,-804,-7647,247,0.13313909298201165,0.8668609070179883,13.313909298201166,86.68609070179883,0.8668609070179883,0.0002737160434456495,0.2200073503766944,0.77971893357986,1.0,0.0,tetragonal,0.77971893357986
num4,4,716,2.6,2600.0,15,th:0.260_samz:-278,-278,-7647,247,0.06650620724600964,0.9334937927539904,6.650620724600964,93.34937927539903,0.9334937927539904,3.318948473844121e-05,0.2049652958548804,0.7950015146603812,1.0,0.0,tetragonal,0.7950015146603812
num4,4,716,2.6,2600.0,16,th:0.260_samz:247,247,-7647,247,0.0,1.0,0.0,100.0,1.0,2.121946207309546e-12,0.1864188232659319,0.8135811767319462,1.0,0.0,tetragonal,0.8135811767319462
num5,5,674,10.1,10100.0,1,th:0.260_samz:-7447,-7447,-7447,447,1.0,0.0,100.0,0.0,0.0,0.4508438426618651,0.3698786542410394,0.1792775030970956,1.0000000000000002,2.220446049250313e-16,monoclinic,0.4508438426618651
num5,5,674,10.1,10100.0,2,th:0.260_samz:-6921,-6921,-7447,447,0.933367114263998,0.06663288573600203,93.3367114263998,6.6632885736002025,0.06663288573600203,0.4061792303701873,0.43208774052441,0.1617330291054026,1.0,0.0,orthorhombic,0.43208774052441
num5,5,674,10.1,10100.0,3,th:0.260_samz:-6395,-6395,-7447,447,0.866734228527996,0.13326577147200405,86.6734228527996,13.326577147200405,0.13326577147200405,0.3217059331006437,0.5250121497353563,0.153281917164,0.9999999999999999,1.1102230246251565e-16,orthorhombic,0.5250121497353563
num5,5,674,10.1,10100.0,4,th:0.260_samz:-5868,-5868,-7447,447,0.7999746643020015,0.2000253356979985,79.99746643020015,20.002533569799848,0.2000253356979985,0.2684074506298452,0.581009525518312,0.1505830238518428,1.0,0.0,orthorhombic,0.581009525518312
num5,5,674,10.1,10100.0,5,th:0.260_samz:-5342,-5342,-7447,447,0.7333417785659995,0.26665822143400053,73.33417785659995,26.665822143400053,0.26665822143400053,0.2451627133340084,0.5918301659741295,0.1630071206918621,1.0,0.0,orthorhombic,0.5918301659741295
